"WatchList","HostAddress","ReasonAdded","MemberSince","Latitude","Longitude","CountryCode","Location"
"CTU Protection IP List","185.86.151.104","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:44Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.92.220.80","C2 infrastructure for LURID APT Malware (APT Activity)","2017-12-06T19:24:48Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.94.191.65","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:44Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.99.126.63","Dridex C2 Server","2017-07-18T19:07:27Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.100.222.6","GOLD KINGSWOOD C2 or Backend IP","2018-09-11T09:35:28Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.111.74.246","SSL Example Certificate Often Used By Malware","2018-11-09T14:36:47Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.135.83.37","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-18T09:34:49Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.135.83.37","TA 1207 - C2 server for RatN malware","2018-10-09T09:34:44Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.142.236.226","Fallchill C2 server seen in Operation AppleJeus","2018-08-29T09:34:34Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.142.239.173","Fallchill C2 server seen in Operation AppleJeus","2018-08-29T09:34:34Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.145.128.80","Malicious IP address associated with XTUNNEL malware used by APT group IRON TWILIGHT","2018-10-09T09:34:44Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.153.176.4","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-18T09:34:49Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.161.209.172","COBALT TRINITY C2 Domain (APT Activity)","2018-08-31T13:29:38Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.161.209.172","TIPS 6955 - Hosts Powerton attack framework","2018-10-05T09:35:08Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.175.158.202","GOLD KINGSWOOD C2 or Backend IP","2018-09-11T09:35:28Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.175.208.133","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.181.102.201","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:44Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.183.96.210","Hosting Malicious Payload Zeus Panda","2017-12-06T19:24:48Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.183.107.40","Malicious IP address associated with APT group IRON TWILIGHT using LoJack","2018-10-09T09:34:44Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.222.202.102","SSL Example Certificate Often Used By Malware","2018-11-09T14:36:47Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.222.202.113","SSL Example Certificate Often Used By Malware","2018-11-09T14:36:47Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.231.246.107","IcedID Banking Trojan C2 Communication - Outbound","2018-11-11T09:34:35Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.244.129.235","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.246.155.190","TIPS 6957 - TrickBot plugin server","2018-10-06T09:34:47Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.251.38.138","TIPS 6957 - TrickBot mailconf server","2018-10-06T09:34:47Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.251.39.51","TIPS 6957 - TrickBot plugin server","2018-10-06T09:34:47Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.251.39.118","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","185.251.39.225","TIPS 6957 - TrickBot plugin server","2018-10-06T09:34:47Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","186.47.103.226","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","-1.24021","-78.6201","EC","Ambato, Ecuador"
"CTU Protection IP List","188.68.209.153","Self-Signed Example SSL Certificate Often Used By Malware - Inbound","2018-11-15T09:34:47Z","53.4593","59.0826","RU","Magnitogorsk, Russia"
"CTU Protection IP List","188.138.70.19","Stoberox Trojan C2 on TCP Port 8001","2017-07-18T19:07:27Z","50.9392","6.95684","DE","Cologne, Germany"
"CTU Protection IP List","188.209.52.149","TIPS 6957 - TrickBot plugin server","2018-10-06T09:34:47Z","51.5318","4.45546","NL","Roosendaal, Netherlands"
"CTU Protection IP List","188.241.68.118","Malicious IP address associated with ZEBROCY malware used by APT group IRON TWILIGHT","2018-10-09T09:34:44Z","44.4599","26.1333","RO","Bucharest, Romania"
"CTU Protection IP List","190.2.136.121","Meterpreter C2 (APT Activity)","2018-05-29T17:39:46Z","12.102","-68.931","CW","Willemstad, Cura̤ao"
"CTU Protection IP List","190.97.167.172","GOLD KINGSWOOD C2 infrastructure","2018-08-08T09:56:32Z","8.954","-79.539","PA","Panama City, Panama"
"CTU Protection IP List","190.97.167.172","probable GOLD_KINGSWOOD IPs hosting of  tbi-bank.eu and apstore.info campaign domains","2018-07-19T03:20:47Z","8.954","-79.539","PA","Panama City, Panama"
"CTU Protection IP List","191.101.20.254","external IP associated with PowerShell script","2018-03-14T22:40:54Z","51.5147","-0.08329","UK","London, UK"
"CTU Protection IP List","192.3.130.29","SSL Example Certificate Often Used By Malware","2018-11-09T14:36:48Z","40.3512","-75.2974","US","Sellersville, United States"
"CTU Protection IP List","192.52.167.69","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","26.761","-80.0856","US","West Palm Beach, United States"
"CTU Protection IP List","192.119.15.35","Hosting multiple COBALT TRINITY domains including aramcojobs.ddns[.]net.  Dedicated hosting at the time of analysis. (APT Activity)","2018-10-02T09:37:18Z","40.1493","-74.9816","US","Feasterville Trevose, United States"
"CTU Protection IP List","192.119.15.35","TIPS 6965 - Hosting multiple COBALT TRINITY domains, including aramcojobs . ddns . net","2018-10-09T09:34:44Z","40.1493","-74.9816","US","Feasterville Trevose, United States"
"CTU Protection IP List","192.121.46.75","suspicious external IP that logged into victim environment prior to ransomware event","2018-03-14T22:42:00Z","45.494","9.1187","IT","Milan, Italy"
"CTU Protection IP List","192.210.155.10","Helminth RAT C2 Server - 12/02/2016","2017-07-18T19:07:27Z","43.1256","-79.1056","CA","Niagara Falls, Canada"
"CTU Protection IP List","194.5.250.151","SSL Example Certificate Often Used By Malware","2018-11-09T14:36:47Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","195.116.24.240","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","52.2278","21.0098","PL","Warsaw, Poland"
"CTU Protection IP List","195.154.41.150","C2 for 0utl00k.net, c2 server for phishing & credential harvesting used by DREXEL","2018-08-14T09:34:27Z","48.8602","2.34107","FR","Paris, France"
"CTU Protection IP List","195.226.192.52","GOLD_KINGSWOOD beacon or C2 IP","2018-07-19T03:17:33Z","50.4409","30.5272","UA","Kiev, Ukraine"
"CTU Protection IP List","195.254.174.74","Suspected LatentBot C2","2017-07-18T19:07:27Z","52.1884","21.0116","PL","Warsaw, Poland"
"CTU Protection IP List","196.38.48.121","Fallchill C2 server seen in Operation AppleJeus","2018-08-29T09:34:34Z","-26.1869","28.005","ZA","Johannesburg, South Africa"
"CTU Protection IP List","197.232.50.85","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","-1.285","36.815","KE","Nairobi, Kenya"
"CTU Protection IP List","198.12.108.171","TrickBot Malware C2","2018-11-11T14:34:40Z","41.9322","-74.0195","US","Kingston, United States"
"CTU Protection IP List","198.23.252.204","TIPS 7047 - TrickBot dpost C2 server","2018-11-09T02:30:08Z","42.0088","-88.0014","US","Elk Grove Village, United States"
"CTU Protection IP List","198.46.161.244","SSL Example Certificate Often Used By Malware","2018-11-09T14:36:47Z","42.9802","-78.7349","US","Buffalo, United States"
"CTU Protection IP List","198.46.162.10","SSL Example Certificate Often Used By Malware","2018-11-09T14:36:47Z","42.9802","-78.7349","US","Buffalo, United States"
"CTU Protection IP List","198.46.163.41","SSL Example Certificate Often Used By Malware","2018-11-09T14:36:47Z","42.9802","-78.7349","US","Buffalo, United States"
"CTU Protection IP List","198.46.190.53","SSL Example Certificate Often Used By Malware","2018-11-09T14:36:47Z","42.9802","-78.7349","US","Buffalo, United States"
"CTU Protection IP List","198.46.238.86","GOLD KINGSWOOD C2 or loader IP","2018-09-06T09:34:36Z","42.9802","-78.7349","US","Buffalo, United States"
"CTU Protection IP List","198.251.83.27","GOLD KINGSWOOD C2 or loader IP","2018-09-06T09:34:37Z","41.1431","-104.793","US","Cheyenne, United States"
"CTU Protection IP List","202.137.121.14","TIPS 6957 - TrickBot C2 server","2018-10-06T09:34:47Z","7.083","125.633","PH","Pampanga, Philippines"
"CTU Protection IP List","203.113.4.230","IRON LIBERTY SMB NTLM Hash Collector (APT Activity)","2018-04-13T13:01:47Z","13.733","100.5","TH","Bangkok, Thailand"
"CTU Protection IP List","206.130.141.255","TrickBot Malware SSL Certificate - Inbound","2018-11-09T14:17:13Z","47.4275","-120.333","US","Wenatchee, United States"
"CTU Protection IP List","209.208.79.114","Suspected LatentBot C2","2017-07-18T19:07:28Z","28.5384","-81.3747","US","Orlando, United States"
"CTU Protection IP List","209.213.232.117","TIPS 6933 - Emotet C2 server","2018-10-02T09:37:18Z","43.0446","-80.895","CA","Ingersoll, Canada"
"CTU Protection IP List","209.250.247.22","RatN C2 associated with BRONZE HUNTLEY (APT Activity)","2018-08-18T09:34:49Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","209.250.247.22","TA 1207 - C2 server for RatN malware","2018-10-09T09:34:44Z","52.3783","4.90599","NL","Amsterdam, Netherlands"
"CTU Protection IP List","212.8.234.82","GOLD KINGSWOOD C2 or Backend IP","2018-09-11T09:35:29Z","55.7616","37.6411","RU","Moscow, Russia"
"CTU Protection IP List","212.71.249.170","Research possible targeted APT activity related to BeEFCookie","2017-07-18T19:07:28Z","51.5147","-0.08329","UK","London, UK"
"CTU Protection IP List","212.71.249.170","Research possible targeted APT activity related to BeEFCookie (APT Activity)","2018-01-31T17:42:02Z","51.5147","-0.08329","UK","London, UK"
"CTU Protection IP List","213.227.140.161","Possible COBALT TRINITY C2 IP (APT Activity)","2018-10-02T09:37:18Z","52.3798","4.64228","NL","Haarlem, Netherlands"
"CTU Protection IP List","213.227.140.171","COBALT TRINITY C2 Domain (APT Activity)","2018-08-31T13:29:38Z","52.3798","4.64228","NL","Haarlem, Netherlands"
"CTU Protection IP List","213.227.140.171","TIPS 6955 - PupyRAT C2 server","2018-10-05T09:35:08Z","52.3798","4.64228","NL","Haarlem, Netherlands"
"CTU Protection IP List","213.227.140.172","COBALT TRINITY C2 IP (APT Activity)","2018-10-02T09:37:18Z","52.3798","4.64228","NL","Haarlem, Netherlands"
"CTU Protection IP List","213.227.140.174","Possible COBALT TRINITY C2 IP (APT Activity)","2018-10-02T09:37:18Z","52.3798","4.64228","NL","Haarlem, Netherlands"
"CTU Protection IP List","217.12.203.82","Kegotip C2 (distributed by Dridex)","2017-07-18T19:07:28Z","42.6976","23.3223","BG","Sofia, Bulgaria"
"CTU Protection IP List","217.147.168.46","TIPS 6965 - Hosting COBALT TRINITY malware payloads (sys64.jpg and sys32.jpg) on TCP port 8088","2018-10-09T09:34:45Z","50.4409","30.5272","UA","Kiev, Ukraine"
"CTU Protection IP List","220.76.17.25","Suspected LatentBot C2","2017-07-18T19:07:28Z","37.5632","126.993","KR","Seoul, South Korea"
"CTU Protection IP List","220.130.216.76","BRONZE CANAL/PLEAD/TSCookie infrastructure reported by JP-CERT on March 2018","2018-07-13T09:34:13Z","24.0717","120.562","TW","Changhua City, Taiwan"
"CTU Protection IP List","240.105.102.246","Dridex C2 Server","2017-07-18T19:07:28Z","0.0","0.0","N/A","N/A"
"CTU Protection IP List","249.89.33.37","Dridex C2 Server","2017-07-18T19:07:28Z","0.0","0.0","N/A","N/A"
